TS_Pcode,Township,Township_Mya_MM3,D_Pcode,District,District_Mya_MM3,SR_Pcode,State_Region,State_Region_Mya_MM3,MYAINFO_TS_ID,Source,Remark
MMR015314,Nawng Hkit,နောင်ခစ်,MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင်-ဝအထူးဒေသ (၂),MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015314,UNODC_Sep 2009,
MMR015013,Nawnghkio,နောင်ချို,MMR015D003,Kyaukme,ကျောက်မဲခရိုင်,MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015013,"GAD, Mar 2015",
MMR015317,Pang Hkam,ပန်ခမ့်,MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင်-ဝအထူးဒေသ (၂),MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015317,UNODC_Sep 2009,
MMR015318,Pang Yang,ပန်ယန်း,MMR015D332,Wein Kawng (Wein Kao) (Wa SAD),ဝိန်းကောင်-ဝအထူးဒေသ (၂),MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015318,UNODC_Sep 2009,
MMR015005,Pangsang,ပန်ဆန်း,MMR015D007,Matman,မက်မန်းခရိုင်,MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015005,"GAD, Mar 2015",
MMR015007,Pangwaun,ပန်ဝိုင်း,MMR015D006,Hopang,ဟိုပန်ခရိုင်,MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015007,"GAD, Mar 2015",
MMR015004,Tangyan,တန့်ယန်း,MMR015D001,Lashio,လားရှိုးခရိုင်,MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015004,"GAD, Mar 2015",
MMR015308,Yawng Lin,ယောင်လင်း,MMR015D331,Mong Maw (Wa SAD),မိုင်းမော-ဝအထူးဒေသ (၂),MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015308,UNODC_Sep 2009,
MMR015312,Yin Pang,ရင်ဖန့်,MMR015D331,Mong Maw (Wa SAD),မိုင်းမော-ဝအထူးဒေသ (၂),MMR015,Shan (North),ရှမ်းပြည်နယ် (မြောက်),ASIMMR015312,UNODC_Sep 2009,
MMR014003,Hopong,ဟိုပုံး,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014003,"GAD, Mar 2015",
MMR014004,Hsihseng,ဆီဆိုင်,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014004,"GAD, Mar 2015",
MMR014005,Kalaw,ကလော,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014005,"GAD, Mar 2015",
MMR014014,Kunhing,ကွန်ဟိန်း,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014014,"GAD, Mar 2015",
MMR014015,Kyethi,ကျေးသီး,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014015,"GAD, Mar 2015",
MMR014012,Laihka,လဲချား,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014012,"GAD, Mar 2015",
MMR014018,Langkho,လင်းခေး,MMR014D003,Langkho,လင်းခေးရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014018,"GAD, Mar 2015",
MMR014008,Lawksawk,ရပ်စောက်,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014008,"GAD, Mar 2015",
MMR014011,Loilen,လွိုင်လင်,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014011,"GAD, Mar 2015",
MMR014020,Mawkmai,မောက်မယ်,MMR014D003,Langkho,လင်းခေးရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014020,"GAD, Mar 2015",
MMR014017,Monghsu,မိုင်းရှုး,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014017,"GAD, Mar 2015",
MMR014016,Mongkaing,မိုင်းကိုင်,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014016,"GAD, Mar 2015",
MMR014019,Mongnai,မိုးနဲ,MMR014D003,Langkho,လင်းခေးရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014019,"GAD, Mar 2015",
MMR014021,Mongpan,မိုင်းပန်,MMR014D003,Langkho,လင်းခေးရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014021,"GAD, Mar 2015",
MMR014013,Nansang,နမ့်စန်,MMR014D002,Loilen,လွိုင်လင်ခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014013,"GAD, Mar 2015",
MMR014002,Nyaungshwe,ညောင်ရွှေ,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014002,"GAD, Mar 2015",
MMR014010,Pekon,ဖယ်ခုံ,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014010,"GAD, Mar 2015",
MMR014006,Pindaya,ပင်းတယ,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014006,"GAD, Mar 2015",
MMR014009,Pinlaung,ပင်လောင်း,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014009,"GAD, Mar 2015",
MMR014001,Taunggyi,တောင်ကြီး,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014001,"GAD, Mar 2015",
MMR014007,Ywangan,ရွာငံ,MMR014D001,Taunggyi,တောင်ကြီးခရိုင်,MMR014,Shan (South),ရှမ်းပြည်နယ် (တောင်),ASIMMR014007,"GAD, Mar 2015",
MMR006010,Bokpyin,ဘုတ်ပြင်း,MMR006D003,Kawthoung,ကော့သောင်းခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006010,"GAD, Mar 2015",
MMR006001,Dawei,ထားဝယ်,MMR006D001,Dawei,ထားဝယ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006001,"GAD, Mar 2015",
MMR006009,Kawthoung,ကော့သောင်း,MMR006D003,Kawthoung,ကော့သောင်းခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006009,"GAD, Mar 2015",
MMR006006,Kyunsu,ကျွန်းစု,MMR006D002,Myeik,မြိတ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006006,"GAD, Mar 2015",
MMR006002,Launglon,လောင်းလုံ,MMR006D001,Dawei,ထားဝယ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006002,"GAD, Mar 2015",
MMR006005,Myeik,မြိတ်,MMR006D002,Myeik,မြိတ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006005,"GAD, Mar 2015",
MMR006007,Palaw,ပုလော,MMR006D002,Myeik,မြိတ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006007,"GAD, Mar 2015",
MMR006008,Tanintharyi,တနင်္သာရီ,MMR006D002,Myeik,မြိတ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006008,"GAD, Mar 2015",
MMR006003,Thayetchaung,သရက်ချောင်း,MMR006D001,Dawei,ထားဝယ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006003,"GAD, Mar 2015",
MMR006004,Yebyu,ရေဖြူ,MMR006D001,Dawei,ထားဝယ်ခရိုင်,MMR006,Tanintharyi,တနင်္သာရီတိုင်းဒေသကြီး,ASIMMR006004,"GAD, Mar 2015",
MMR013037,Ahlone,အလုံ,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013037,"GAD, Mar 2015",
MMR013044,Bahan,ဗဟန်း,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013044,"GAD, Mar 2015",
MMR013017,Botahtaung,ဗိုလ်တထောင်,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013017,"GAD, Mar 2015",
MMR013032,Cocokyun,ကိုကိုးကျွန်း,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013032,"GAD, Mar 2015",
MMR013043,Dagon,ဒဂုံ,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013043,"GAD, Mar 2015",
MMR013020,Dagon Myothit (East),ဒဂုံမြို့သစ်အရှေ့ပိုင်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013020,"GAD, Mar 2015",
MMR013019,Dagon Myothit (North),ဒဂုံမြို့သစ်မြောက်ပိုင်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013019,"GAD, Mar 2015",
MMR013021,Dagon Myothit (Seikkan),ဒဂုံမြို့သစ်ဆိပ်ကမ်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013021,"GAD, Mar 2015",
MMR013018,Dagon Myothit (South),ဒဂုံမြို့သစ်တောင်ပိုင်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013018,"GAD, Mar 2015",
MMR013030,Dala,ဒလ,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013030,"GAD, Mar 2015",
MMR013014,Dawbon,ဒေါပုံ,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013014,"GAD, Mar 2015",
MMR013040,Hlaing,လှိုင်,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013040,"GAD, Mar 2015",
MMR013008,Hlaingtharya,လှိုင်သာယာ,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013008,"GAD, Mar 2015",
MMR013004,Hlegu,လှည်းကူး,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013004,"GAD, Mar 2015",
MMR013003,Hmawbi,မှော်ဘီ,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013003,"GAD, Mar 2015",
MMR013006,Htantabin,ထန်းတပင်,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013006,"GAD, Mar 2015",
MMR013001,Insein,အင်းစိန်,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013001,"GAD, Mar 2015",
MMR013041,Kamaryut,ကမာရွတ်,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013041,"GAD, Mar 2015",
MMR013028,Kawhmu,ကော့မှုး,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013028,"GAD, Mar 2015",
MMR013026,Kayan,ခရမ်း,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013026,"GAD, Mar 2015",
MMR013029,Kungyangon,ကွမ်းခြံကုန်း,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013029,"GAD, Mar 2015",
MMR013033,Kyauktada,ကျောက်တံတား,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013033,"GAD, Mar 2015",
MMR013024,Kyauktan,ကျောက်တန်း,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013024,"GAD, Mar 2015",
MMR013038,Kyeemyindaing,ကြည့်မြင်တိုင်,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013038,"GAD, Mar 2015",
MMR013035,Lanmadaw,လမ်းမတော်,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013035,"GAD, Mar 2015",
MMR013036,Latha,လသာ,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013036,"GAD, Mar 2015",
MMR013042,Mayangone,မရမ်းကုန်း,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013042,"GAD, Mar 2015",
MMR013002,Mingaladon,မင်္ဂလာဒုံ,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013002,"GAD, Mar 2015",
MMR013022,Mingalartaungnyunt,မင်္ဂလာတောင်ညွန့်,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013022,"GAD, Mar 2015",
MMR013012,North Okkalapa,မြောက်ဥက္ကလာပ,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013012,"GAD, Mar 2015",
MMR013034,Pabedan,ပန်းပဲတန်း,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013034,"GAD, Mar 2015",
MMR013016,Pazundaung,ပုဇွန်တောင်,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013016,"GAD, Mar 2015",
MMR013039,Sanchaung,စမ်းချောင်း,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013039,"GAD, Mar 2015",
MMR013031,Seikgyikanaungto,ဆိပ်ကြီးခနောင်တို,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013031,"GAD, Mar 2015",
MMR013045,Seikkan,ဆိပ်ကမ်း,MMR013D004,Yangon (West),ရန်ကုန်(အနောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013045,"GAD, Mar 2015",
MMR013007,Shwepyithar,ရွှေပြည်သာ,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013007,"GAD, Mar 2015",
MMR013011,South Okkalapa,တောင်ဥက္ကလာပ,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013011,"GAD, Mar 2015",
MMR013005,Taikkyi,တိုက်ကြီး,MMR013D001,Yangon (North),ရန်ကုန်(မြောက်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013005,"GAD, Mar 2015",
MMR013015,Tamwe,တာမွေ,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013015,"GAD, Mar 2015",
MMR013013,Thaketa,သာကေတ,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013013,"GAD, Mar 2015",
MMR013023,Thanlyin,သန်လျှင်,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013023,"GAD, Mar 2015",
MMR013009,Thingangyun,သင်္ဃန်းကျွန်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013009,"GAD, Mar 2015",
MMR013025,Thongwa,သုံးခွ,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013025,"GAD, Mar 2015",
MMR013027,Twantay,တွံတေး,MMR013D003,Yangon (South),ရန်ကုန်(တောင်ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013027,"GAD, Mar 2015",
MMR013010,Yankin,ရန်ကင်း,MMR013D002,Yangon (East),ရန်ကုန်(အရှေ့ပိုင်း),MMR013,Yangon,ရန်ကုန်ဒေသကြီး,ASIMMR013010,"GAD, Mar 2015",
